pl_name,hostname,sys_name,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,st_spectype,st_rad,st_mass,sy_dist,disc_facility
HD 38529 b,HD 38529,HD 38529,2,2,Radial Velocity,2000,0.114551,14.1,206.34463,0.256497,G4 IV,2.86,0.98,42.3538,Multiple Observatories
HD 38529 c,HD 38529,HD 38529,2,2,Radial Velocity,2000,3.224617,12.4,3320.46746,0.357148,G4 IV,2.86,0.98,42.3538,Multiple Observatories
HD 41004 A b,HD 41004 A,HD 41004 A,2,2,Radial Velocity,2004,,13.2,807.25,0.74,K1/K2 V,0.85,0.95,36.69117,La Silla Observatory
HD 41004 B b,HD 41004 B,HD 41004 B,2,2,Radial Velocity,2003,,12.1,5838.29,0.081,M2 V,1.04,0.4,41.5504,La Silla Observatory
HD 4732 b,HD 4732,HD 4732,2,2,Radial Velocity,2012,1.19,13.3,753.23,0.13,K0 IV,5.4,1.74,54.7841,Multiple Observatories
HD 4732 c,HD 4732,HD 4732,2,2,Radial Velocity,2012,4.6,13.3,753.23,0.23,K0 IV,5.4,1.74,54.7841,Multiple Observatories
HD 93963 A b,HD 93963 A,HD 93963 A,2,2,Transit,2022,0.02085,1.35,7.8,,G0 V,1.04,1.11,82.3432,Transiting Exoplanet Survey Satellite (TESS)
HD 93963 A c,HD 93963 A,HD 93963 A,2,2,Transit,2022,0.04813,3.228,19.2,,G0 V,1.04,1.11,82.3432,Transiting Exoplanet Survey Satellite (TESS)
HIP 8541 b,HIP 8541,HIP 8541,2,2,Radial Velocity,2016,3.736626,12.6,2621.63107,0.360464,K2 III/IV,7.83,2.01,155.121,Multiple Observatories
HU Aqr AB b,HU Aqr,HU Aqr,2,2,Eclipse Timing Variations,2011,3.6,12.8,1875.197,0,,,0.88,192.1980787,Yunnan Astronomical Observatory
HU Aqr AB c,HU Aqr,HU Aqr,2,2,Eclipse Timing Variations,2011,5.4,12.9,1430.235,0.51,,,0.88,192.1980787,Yunnan Astronomical Observatory
Kepler-108 b,Kepler-108,Kepler-108,2,2,Transit,2014,0.292,8.65,56,0.22,,2.19,1.25,338.732,Kepler
Kepler-108 c,Kepler-108,Kepler-108,2,2,Transit,2014,0.721,8.18,50.9,0.04,,2.19,1.25,338.732,Kepler
Kepler-1086 b,Kepler-1086,Kepler-1086,2,2,Transit,2016,0.1198,2.44,6.53,0,,0.66,0.7,466.084,Kepler
Kepler-1086 c,Kepler-1086,Kepler-1086,2,2,Transit,2016,0.503,2.94,8.96,0,,0.66,0.7,466.084,Kepler
Kepler-136 b,Kepler-136,Kepler-136,2,2,Transit,2014,0.106,2.05,19.8,0,,1.35,1.2,420.818,Kepler
Kepler-136 c,Kepler-136,Kepler-136,2,2,Transit,2014,0.133,1.99,4.62,0,,1.35,1.2,420.818,Kepler
Kepler-333 b,Kepler-333,Kepler-333,2,2,Transit,2014,0.087,1.32,28.2,0,,0.53,0.6,324.413,Kepler
Kepler-333 c,Kepler-333,Kepler-333,2,2,Transit,2014,0.135,1.11,1.41,0,,0.53,0.6,324.413,Kepler
Kepler-353 b,Kepler-353,Kepler-353,2,2,Transit,2014,0.051,0.89,0.64,0,,0.5,0.55,384.694,Kepler
Kepler-353 c,Kepler-353,Kepler-353,2,2,Transit,2014,0.065,1.38,2.48,0,,0.5,0.55,384.694,Kepler
Kepler-390 b,Kepler-390,Kepler-390,2,2,Transit,2014,0.065,0.82,0.477,0,,0.78,0.86,435.277,Kepler
Kepler-390 c,Kepler-390,Kepler-390,2,2,Transit,2014,0.101,0.79,0.418,0,,0.78,0.86,435.277,Kepler
Kepler-432 b,Kepler-432,Kepler-432,2,2,Transit,2015,0.301,12.834,1719.4603,0.5134,,4.06,1.32,848.023,Kepler
Kepler-432 c,Kepler-432,Kepler-432,2,2,Radial Velocity,2015,,13.3,772.3269,0.498,,4.06,1.32,848.023,Fred Lawrence Whipple Observatory
Kepler-454 b,Kepler-454,Kepler-454,2,2,Transit,2015,0.0954,2.354,6.05338,0,,1.05,0.85,230.869,Kepler
Kepler-454 c,Kepler-454,Kepler-454,2,2,Radial Velocity,2015,,12.9,1417.5218,0.0214,,1.07,1.03,230.869,Multiple Facilities
Kepler-755 b,Kepler-755,Kepler-755,2,2,Transit,2016,0.0214,1.76,3.75,0,,0.77,0.82,399.034,Kepler
Kepler-755 c,Kepler-755,Kepler-755,2,2,Transit,2016,0.0367,1.26,2.13,0,,0.77,0.82,399.034,Kepler
LHS 1678 b,LHS 1678,LHS 1678,2,2,Transit,2021,0.01251,0.696,0.35,0.25,M2.0 V,0.33,0.35,19.8782,Transiting Exoplanet Survey Satellite (TESS)
LHS 1678 c,LHS 1678,LHS 1678,2,2,Transit,2021,0.0331,0.982,1.4,0.22,M2.0 V,0.33,0.35,19.8782,Transiting Exoplanet Survey Satellite (TESS)
LTT 3780 b,LTT 3780,LTT 3780,2,2,Transit,2020,0.01211,1.332,2.62,0,M4 V,0.37,0.4,21.9814,Transiting Exoplanet Survey Satellite (TESS)
LTT 3780 c,LTT 3780,LTT 3780,2,2,Transit,2020,0.07673,2.3,8.6,0.06,M4 V,0.37,0.4,21.9814,Transiting Exoplanet Survey Satellite (TESS)
NN Ser c,NN Ser,NN Ser,2,2,Eclipse Timing Variations,2010,5.35,12.6,2329.6,0.08,WD,,0.54,515.818,Multiple Observatories
NN Ser d,NN Ser,NN Ser,2,2,Eclipse Timing Variations,2010,3.43,13.3,731,0.19,WD,,0.54,515.818,Multiple Observatories
NY Vir b,NY Vir,NY Vir,2,2,Eclipse Timing Variations,2011,3.3,13.3,730.978,0.15,,0.15,0.46,544.024,Multiple Observatories
NY Vir c,NY Vir,NY Vir,2,2,Eclipse Timing Variations,2019,,12.8,1760.7782,0.15,,0.15,0.46,544.024,Winer Observatory
Pr0211 b,Pr0211,Pr0211,2,2,Radial Velocity,2012,0.03176,13.4,597.5204,0.011,,0.83,0.94,182.714,Fred Lawrence Whipple Observatory
Pr0211 c,Pr0211,Pr0211,2,2,Radial Velocity,2016,5.5,12.6,2475.8957,0.71,,0.83,0.94,182.714,Roque de los Muchachos Observatory
TOI-421 b,TOI-421,TOI-421,2,2,Transit,2020,0.056,2.68,7.17,0.163,G9 V,0.87,0.85,74.7969,Transiting Exoplanet Survey Satellite (TESS)
TOI-421 c,TOI-421,TOI-421,2,2,Transit,2020,0.1189,5.09,16.42,0.152,G9 V,0.87,0.85,74.7969,Transiting Exoplanet Survey Satellite (TESS)
UZ For b,UZ For,UZ For,2,2,Eclipse Timing Variations,2011,5.9,,2002.2,0.04,,,0.7,239.6038748,Multiple Observatories
UZ For c,UZ For,UZ For,2,2,Eclipse Timing Variations,2011,2.8,,2447.2,0.05,,,0.7,239.6038748,Multiple Observatories
WASP-18 b,WASP-18,WASP-18,2,2,Transit,2009,0.02024,13.899,3241.84975,0.0051,F6 IV-V,1.32,1.29,123.483,SuperWASP
WASP-18 c,WASP-18,WASP-18,2,2,Transit Timing Variations,2019,0.035,8.58,55.2,0.015,F6 IV-V,1.23,1.22,123.483,Transiting Exoplanet Survey Satellite (TESS)
WASP-8 b,WASP-8,WASP-8,2,2,Transit,2010,0.0801,12.666,807.2882,0.31,G8 V,1.03,1.34,89.9606,SuperWASP
WASP-8 c,WASP-8,WASP-8,2,2,Radial Velocity,2013,5.28,12.5,3003.37,0,G8 V,0.99,1.04,89.9606,SuperWASP
WASP-94 A b,WASP-94 A,WASP-94 A,2,2,Transit,2014,0.055,17.71,158.915,0,F8,1.48,1.67,211.211,SuperWASP
WASP-94 B b,WASP-94 B,WASP-94 B,2,2,Radial Velocity,2014,0.0335,14.1,196.411,0,F9,1.35,1.24,208.696,SuperWASP
11 Com b,11 Com,11 Com,2,1,Radial Velocity,2007,1.29,12.1,6165.6,0.231,G8 III,19,2.7,93.1846,Xinglong Station
18 Del b,18 Del,18 Del,2,1,Radial Velocity,2008,2.6,12.5,3273.5,0.08,G6 III,8.5,2.3,76.222,Okayama Astrophysical Observatory
2MASS J01033563-5515561 AB b,2MASS J01033563-5515561 A,2MASS J01033563-5515561 A,2,1,Imaging,2013,84,12.3,4131.79,,M5.5/M6,,0.19,47.2,Paranal Observatory
42 Dra b,42 Dra,42 Dra,2,1,Radial Velocity,2008,1.19,13,1233.13,0.38,K1.5 III,22.03,0.98,90.6545,Thueringer Landessternwarte Tautenburg
75 Cet b,75 Cet,75 Cet,2,1,Radial Velocity,2012,2.1,13.1,953.49,0.117,G3 III,10.5,2.49,82.9613,Okayama Astrophysical Observatory
CoRoT-2 b,CoRoT-2,CoRoT-2,2,1,Transit,2008,0.02798,16.432,1102.82,0.0143,,0.91,0.96,213.283,CoRoT
CoRoT-9 b,CoRoT-9,CoRoT-9,2,1,Transit,2009,0.4021,11.949,266.9772,0.133,G3 V,0.96,0.96,412.98,CoRoT
DE CVn b,DE CVn,DE CVn,2,1,Eclipse Timing Variations,2018,5.75,12.4,3823.2733,0,,0.42,0.51,30.5225,Multiple Facilities
DMPP-3 A b,DMPP-3 A,DMPP-3 A,2,1,Radial Velocity,2019,0.0662,1.41,2.58,0.14,K0 V,0.91,0.87,45.23,La Silla Observatory
DP Leo b,DP Leo,DP Leo,2,1,Eclipse Timing Variations,2009,8.19,12.7,1995.88832,0.39,,0.01,0.69,305.684,Yunnan Astronomical Observatory
DS Tuc A b,DS Tuc A,DS Tuc A,2,1,Transit,2019,,5.7,413.179,0,G6 V,0.96,1.01,44.0622,Transiting Exoplanet Survey Satellite (TESS)
EPIC 246851721 b,EPIC 246851721,EPIC 246851721,2,1,Transit,2018,0.07229,11.781,953.49,,F5 V,1.59,1.32,372.632,K2
GJ 3021 b,GJ 3021,GJ 3021,2,1,Radial Velocity,2000,0.49,13.1,1071.04,0.511,G6 V,0.9,0.9,17.5559,La Silla Observatory
GJ 338 B b,GJ 338 B,GJ 338 B,2,1,Radial Velocity,2020,0.142,3.25,10.6,0.109,M0 V,0.58,0.64,6.33256,Calar Alto Observatory
GJ 720 A b,GJ 720 A,GJ 720 A,2,1,Radial Velocity,2021,0.119,3.77,13.64,0.12,M0.5 V,0.56,0.57,15.5575,Roque de los Muchachos Observatory
GJ 86 b,GJ 86,GJ 86,2,1,Radial Velocity,1999,0.11,12.9,1404.8086,0.04,K1V,0.77,0.93,10.7836,La Silla Observatory
GJ 896 A b,GJ 896 A,GJ 896 A,2,1,Astrometry,2022,0.63965,13.3,718.2922,0.35,M3.5 V,0.39,0.44,6.26022,Very Long Baseline Array
Gl 49 b,Gl 49,Gl 49,2,1,Radial Velocity,2019,0.0905,2.24,5.63,0.363,M1.5 V,0.51,0.52,9.8528,Multiple Observatories
HAT-P-1 b,HAT-P-1,HAT-P-1,2,1,Transit,2006,0.05561,14.785,166.86075,0,G0 V,1.17,1.15,158.979,HATNet
HAT-P-14 b,HAT-P-14,HAT-P-14,2,1,Transit,2010,0.0596,15.917,1093.3352,0.11,F5 V,1.82,2.65,222.663,HATNet
HAT-P-22 b,HAT-P-22,HAT-P-22,2,1,Transit,2010,0.0414,12.89,785.0401,0.02,G5 V,1.11,1.13,81.7647,HATNet
HAT-P-24 b,HAT-P-24,HAT-P-24,2,1,Transit,2010,0.04651,14.572,238.3725,0.07,F8,1.38,1.37,415.344,HATNet
HAT-P-27 b,HAT-P-27,HAT-P-27,2,1,Transit,2011,0.04,11.43,197.05,0,G8,0.86,0.92,199.173,HATNet
HAT-P-29 b,HAT-P-29,HAT-P-29,2,1,Transit,2011,0.0667,13.115,279.6904,0.09,F8,1.3,1.45,313.576,HATNet
HAT-P-3 b,HAT-P-3,HAT-P-3,2,1,Transit,2007,0.03866,10.536,206.5895,0,K,0.87,1.06,134.554,HATNet
HAT-P-30 b,HAT-P-30,HAT-P-30,2,1,Transit,2011,0.0419,16.141,263.7989,0.04,F7,1.31,1.55,213.985,HATNet
HAT-P-32 b,HAT-P-32,HAT-P-32,2,1,Transit,2011,0.03397,22.194,216.1244,0.159,,1.37,1.13,289.205,HATNet
HAT-P-33 b,HAT-P-33,HAT-P-33,2,1,Transit,2011,0.04995,20.737,292.4036,0,F4,1.79,1.82,396.11,HATNet
HAT-P-39 b,HAT-P-39,HAT-P-39,2,1,Transit,2012,0.0509,17.609,190.372,0,,1.62,1.4,697.004,HATNet
HAT-P-4 b,HAT-P-4,HAT-P-4,2,1,Transit,2007,0.04438,14.28,213.255,0,F,1.62,0.56,320.451,HATNet
HAT-P-41 b,HAT-P-41,HAT-P-41,2,1,Transit,2012,0.04258,22.978,378.2177,0,,2.05,2.56,348.185,HATNet
HAT-P-67 b,HAT-P-67,HAT-P-67,2,1,Transit,2017,0.06505,23.371,108.0622,0,,2.55,1.64,371.686,HATNet
HAT-P-7 b,HAT-P-7,HAT-P-7,2,1,Transit,2008,0.03676,16.926,584.8072,0,,2,1.56,341.079,HATNet
HATS-30 b,HATS-30,HATS-30,2,1,Transit,2016,0.04354,13.171,224.38798,0.096,G,1.06,1.09,342.14,HATSouth
HATS-37 A b,HATS-37 A,HATS-37 A,2,1,Transit,2020,0.04913,6.793,31.46517,0,,0.88,0.84,211.896,HATSouth
HATS-48 A b,HATS-48 A,HATS-48 A,2,1,Transit,2020,0.03769,8.967,77.23269,0.162,,0.72,0.73,263.609,HATSouth
HATS-58 A b,HATS-58 A,HATS-58 A,2,1,Transit,2019,0.05798,12.274,327.3649,0.168,,1.43,1.46,403.591,HATSouth
HATS-65 b,HATS-65,HATS-65,2,1,Transit,2018,0.04497,16.825,260.93843,0.062,,1.31,1.26,493.32,HATSouth
HATS-74 A b,HATS-74 A,HATS-74 A,2,1,Transit,2021,0.02384,11.568,464.02947,0.044,,0.58,0.6,299.389,HATSouth
HD 100655 b,HD 100655,HD 100655,2,1,Radial Velocity,2011,0.68,13.5,511.7063,0.09,G9 III,10.06,2.28,137.178,Bohyunsan Optical Astronomical Observatory
HD 101930 b,HD 101930,HD 101930,2,1,Radial Velocity,2005,0.3,10.6,79.4575,0.11,K1 V,0.86,0.57,30.0274,La Silla Observatory
HD 102365 b,HD 102365,HD 102365,2,1,Radial Velocity,2010,0.46,4.14,16,0.34,G3/5V,0.95,0.85,9.2894,Anglo-Australian Telescope
HD 102956 b,HD 102956,HD 102956,2,1,Radial Velocity,2010,0.0807,13.8,305.1168,0.037,G5,4.55,1.66,121.89,W. M. Keck Observatory
HD 103774 b,HD 103774,HD 103774,2,1,Radial Velocity,2013,0.07,13.3,116,0.09,F5 V,1.58,1.33,56.4089,La Silla Observatory
HD 106515 A b,HD 106515 A,HD 106515 A,2,1,Radial Velocity,2012,4.496414,12.4,3518.96545,0.564614,G5 V,0.91,0.93,34.0915,La Silla Observatory
HD 108341 b,HD 108341,HD 108341,2,1,Radial Velocity,2014,2,13.1,1112.4,0.85,K2 V,0.79,0.84,48.9102,La Silla Observatory
HD 109749 b,HD 109749,HD 109749,2,1,Radial Velocity,2005,0.0615,11.1,85.8141,0,G3 V,1.22,1.13,63.0821,W. M. Keck Observatory
HD 110082 b,HD 110082,HD 110082,2,1,Transit,2021,0.113,3.2,10.3,0.2,F8 V,1.19,1.21,105.096,Transiting Exoplanet Survey Satellite (TESS)
HD 113996 b,HD 113996,HD 113996,2,1,Radial Velocity,2017,1.6,12.7,2002.329,0.28,K5 III,25.11,1.49,116.334,Bohyunsan Optical Astronomical Observatory
HD 114729 b,HD 114729,HD 114729,2,1,Radial Velocity,2002,2.067,13.9,262.20975,0.079,G0 V,1.47,0.94,37.8063,W. M. Keck Observatory
HD 142022 A b,HD 142022 A,HD 142022 A,2,1,Radial Velocity,2005,2.93,12.9,1411.1652,0.53,K0,1.04,0.9,34.2802,La Silla Observatory
HD 147379 b,HD 147379,HD 147379,2,1,Radial Velocity,2017,0.323,5.82,28.55,0.07,M1,0.63,0.6,10.7643,Calar Alto Observatory
HD 147513 b,HD 147513,HD 147513,2,1,Radial Velocity,2003,1.32,13.7,385,0.26,G3/5V,0.98,1.11,12.9032,La Silla Observatory
HD 155233 b,HD 155233,HD 155233,2,1,Radial Velocity,2015,2,13.2,826.358,0.04,K1 III,5.03,1.69,74.2309,Anglo-Australian Telescope
HD 156846 b,HD 156846,HD 156846,2,1,Radial Velocity,2007,1.12,12.4,3391.2461,0.85,G0 V,1.9,1.38,47.7332,La Silla Observatory
HD 16141 b,HD 16141,HD 16141,2,1,Radial Velocity,2000,0.36,10.9,82.6358,0.25,G5 IV,1.48,1.11,37.7861,W. M. Keck Observatory
HD 16417 b,HD 16417,HD 16417,2,1,Radial Velocity,2008,0.14,5,22.1,0.2,G1 V,1.64,1.2,25.3936,Anglo-Australian Telescope
HD 164509 b,HD 164509,HD 164509,2,1,Radial Velocity,2010,0.87,14.3,140.79869,0.238,G5,1.11,1.12,53.1119,W. M. Keck Observatory
HD 164595 b,HD 164595,HD 164595,2,1,Radial Velocity,2015,0.23,4.16,16.14,0.088,G2 V,1.02,0.99,28.254,Haute-Provence Observatory
HD 170469 b,HD 170469,HD 170469,2,1,Radial Velocity,2007,2.24,14.1,209.7678,0.11,G5 IV,1.24,1.1,60.178,W. M. Keck Observatory
HD 180617 b,HD 180617,HD 180617,2,1,Radial Velocity,2018,0.343,3.53,12.214,0.101,M2.5 V,0.48,0.48,5.91059,Calar Alto Observatory
HD 180902 b,HD 180902,HD 180902,2,1,Radial Velocity,2009,1.4,13.5,535.54355,0.107,K0 III/IV,4.16,1.41,104.577,W. M. Keck Observatory
HD 18599 b,HD 18599,HD 18599,2,1,Transit,2022,0.048,2.6,24.1,0.34,K2 V,0.77,0.86,38.5653,Transiting Exoplanet Survey Satellite (TESS)
HD 188015 b,HD 188015,HD 188015,2,1,Radial Velocity,2004,1.203,13.6,476.72,0.137,G5 IV,1.13,1.09,50.6706,W. M. Keck Observatory
HD 189733 b,HD 189733,HD 189733,2,1,Radial Velocity,2005,0.03126,12.666,359.1479,0,K2 V,0.75,0.79,19.7638,Haute-Provence Observatory
HD 195019 b,HD 195019,HD 195019,2,1,Radial Velocity,1998,0.14,13,1264.9634,0.01,G3 IV-V,1.48,1.21,37.6681,Lick Observatory
HD 196067 b,HD 196067,HD 196067,2,1,Radial Velocity,2012,5.02,12.3,3972.85509,0.66,G1 V,1.73,1.29,39.9346,La Silla Observatory
HD 196885 A b,HD 196885 A,HD 196885 A,2,1,Radial Velocity,2007,2.37,13.2,819.97,0.48,F8 V,1.31,1.28,34.1692,Haute-Provence Observatory
HD 197037 b,HD 197037,HD 197037,2,1,Radial Velocity,2012,2.07,13.9,251,0.22,F7 V,1.1,1.11,33.1944,McDonald Observatory
HD 202206 c,HD 202206,HD 202206,2,1,Radial Velocity,2004,2.41,12.2,5689.157,0.22,G6 V,1.04,1.07,45.9665,La Silla Observatory
HD 202772 A b,HD 202772 A,HD 202772 A,2,1,Transit,2019,0.05208,17.318,323.23311,0.038,,2.59,1.72,161.498,Transiting Exoplanet Survey Satellite (TESS)
HD 204941 b,HD 204941,HD 204941,2,1,Radial Velocity,2011,2.55,10.1,73.1009,0.37,K1/2V,0.78,0.58,28.7165,La Silla Observatory
HD 212301 b,HD 212301,HD 212301,2,1,Radial Velocity,2005,0.03,14.2,162.0933,0,F8 V,1.16,1.55,54.2304,La Silla Observatory
HD 213240 b,HD 213240,HD 213240,2,1,Radial Velocity,2001,1.89,12.8,1773.4914,0.42,G0/1 V,1.51,1.57,40.8707,La Silla Observatory
HD 214823 b,HD 214823,HD 214823,2,1,Radial Velocity,2016,3.078036,12.1,6229.26362,0.160903,G0,2.04,1.11,101.368,Haute-Provence Observatory
HD 220842 b,HD 220842,HD 220842,2,1,Radial Velocity,2016,0.74,13.1,1010.6994,0.404,F8,1.42,1.13,64.6498,Haute-Provence Observatory
HD 222582 b,HD 222582,HD 222582,2,1,Radial Velocity,1999,1.34,12.6,2660.2371,0.73,G5 V,1.13,1.12,42.1586,W. M. Keck Observatory
HD 233832 b,HD 233832,HD 233832,2,1,Radial Velocity,2018,2.827,13.5,565.7374,0.359,G0,0.68,0.71,58.742,Roque de los Muchachos Observatory
HD 23596 b,HD 23596,HD 23596,2,1,Radial Velocity,2003,2.692222,12.4,3674.938,0.282012,F8 V,1.53,1.1,52.0018,Haute-Provence Observatory
HD 25171 b,HD 25171,HD 25171,2,1,Radial Velocity,2010,2.971,13.9,290.81445,0.042,F8 V,1.23,1.08,55.6146,La Silla Observatory
HD 27442 b,HD 27442,HD 27442,2,1,Radial Velocity,2000,1.271,13.5,495.8,0.06,K1/2III,3.18,1.23,18.2704,Anglo-Australian Telescope
HD 28254 b,HD 28254,HD 28254,2,1,Radial Velocity,2010,2.15,13.7,368.67,0.81,G1 IV/V,1.48,1.06,55.2884,La Silla Observatory
HD 30856 b,HD 30856,HD 30856,2,1,Radial Velocity,2011,1.85,13.5,491.68301,0.061,K0 III,4.4,1.17,131.199,W. M. Keck Observatory
HD 33283 b,HD 33283,HD 33283,2,1,Radial Velocity,2006,0.1508,12.5,104.56607,0.399,G3/G5 V,1.97,1.38,89.8623,W. M. Keck Observatory
HD 46375 b,HD 46375,HD 46375,2,1,Radial Velocity,2000,0.0398,10,71.8,0.063,K1 IV-V,0.91,0.92,29.5529,W. M. Keck Observatory
HD 59686 A b,HD 59686 A,HD 59686 A,2,1,Radial Velocity,2016,1.086,12.7,2199.3836,0.05,K2 III,13.2,1.9,89.2721,Lick Observatory
HD 7449 b,HD 7449,HD 7449,2,1,Radial Velocity,2011,2.43855,12.6,2652.63439,0.751956,F9.5 V,0.97,1.2,38.662,La Silla Observatory
HD 75289 b,HD 75289,HD 75289,2,1,Radial Velocity,1999,0.05,14.2,155.7367,0.03,G0,1.23,1.29,29.1158,La Silla Observatory
HD 79498 b,HD 79498,HD 79498,2,1,Radial Velocity,2011,2.98,13.6,425.8922,0.575,G5,1.05,1.08,48.9489,McDonald Observatory
HD 80606 b,HD 80606,HD 80606,2,1,Radial Velocity,2001,0.4565,11.994,1392.0954,0.93,G5,1.04,1.15,66.4711,Multiple Observatories
HD 8535 b,HD 8535,HD 8535,2,1,Radial Velocity,2010,2.45,14,216.1244,0.15,G0 V,1.19,1.13,55.4401,La Silla Observatory
HD 86081 b,HD 86081,HD 86081,2,1,Radial Velocity,2006,0.0346,13.6,470.3884,0.0119,F8,1.46,1.21,103.936,W. M. Keck Observatory
HD 8673 b,HD 8673,HD 8673,2,1,Radial Velocity,2009,2.965265,12.3,4259.27322,0.729873,F5,1.5,1.28,37.8619,Thueringer Landessternwarte Tautenburg
HD 89744 b,HD 89744,HD 89744,2,1,Radial Velocity,1999,0.917,12.6,2653.8805,0.677,F7 V,2.13,1.86,38.6364,Fred Lawrence Whipple Observatory
HD 96167 b,HD 96167,HD 96167,2,1,Radial Velocity,2009,1.332,14,227.88411,0.685,G5,1.94,1.27,85.3006,W. M. Keck Observatory
HD 98736 b,HD 98736,HD 98736,2,1,Radial Velocity,2018,1.864,13.3,740.5439,0.226,G5,0.93,0.92,32.4459,W. M. Keck Observatory
HD 99492 b,HD 99492,HD 99492,2,1,Radial Velocity,2004,0.12,5.02,22.2481,0.25,K2 V,0.83,0.48,18.2038,W. M. Keck Observatory
HIP 109600 b,HIP 109600,HIP 109600,2,1,Radial Velocity,2016,0.706,13.2,851.7844,0.163,G5,0.97,0.87,66.3361,Haute-Provence Observatory
HIP 116454 b,HIP 116454,HIP 116454,2,1,Transit,2014,0.0906,2.466,12.7132,0.2,K1,0.72,0.81,62.4491,K2
HIP 21152 b,HIP 21152,HIP 21152,2,1,Imaging,2022,17,12,7627.88177,0.36,F5 V,1.59,1.4,43.4073,Multiple Observatories
HIP 65 A b,HIP 65 A,HIP 65 A,2,1,Transit,2020,0.01782,22.754,1021.18779,0,K4 V,0.72,0.78,61.7856,Transiting Exoplanet Survey Satellite (TESS)
HIP 70849 b,HIP 70849,HIP 70849,2,1,Radial Velocity,2009,20.25,12.5,2860,0.715,K7 V,0.63,0.63,24.0572,La Silla Observatory
HIP 75056 A b,HIP 75056 A,HIP 75056 A,2,1,Imaging,2021,30,22.418,7945.71018,0.5,A2 V,1.65,1.92,125.212,Paranal Observatory
HIP 79098 AB b,HIP 79098 AB,HIP 79098 AB,2,1,Imaging,2019,345,12.1,6515.515,,B9 V,,3.75,145.798,Paranal Observatory
HIP 94235 b,HIP 94235,HIP 94235,2,1,Transit,2022,0.0787,3,379,0.32,G V,1.08,1.09,58.5146,Transiting Exoplanet Survey Satellite (TESS)
HR 5183 b,HR 5183,HR 5183,2,1,Radial Velocity,2019,18,13.1,1026.5909,0.84,G0 V,1.53,1.07,31.4607,Multiple Observatories
K2-122 b,K2-122,K2-122,2,1,Transit,2017,0.0373,1.16,1.65,0.21,M0,0.59,0.63,72.0444,K2
K2-151 b,K2-151,K2-151,2,1,Transit,2018,0.0373,1.49,2.83,,M1.5 V,0.45,0.47,69.4798,K2
K2-22 b,K2-22,K2-22,2,1,Transit,2015,0.009,2.3,444.962,0.19,M0 V,0.58,0.6,243.836,K2
K2-265 b,K2-265,K2-265,2,1,Transit,2018,0.03376,1.71,6.54,0.084,G8 V,0.98,0.92,138.671,K2
K2-288 B b,K2-288 B,K2-288 B,2,1,Transit,2018,0.164,1.9,4.27,,M3 V,0.32,0.33,65.6138,K2
K2-29 b,K2-29,K2-29,2,1,Transit,2016,0.04217,13.339,232.0159,0.066,G7 V,0.86,0.94,178.475,K2
K2-31 b,K2-31,K2-31,2,1,Transit,2016,0.022,11.882,563.83042,0,G7 V,0.78,0.91,110.527,K2
KELT-15 b,KELT-15,KELT-15,2,1,Transit,2016,0.04613,19.504,416.3573,0,,1.78,2.06,324.683,KELT-South
KELT-16 b,KELT-16,KELT-16,2,1,Transit,2017,0.02044,15.861,874.0325,0,F7 V,1.36,1.21,444.586,KELT
KELT-18 b,KELT-18,KELT-18,2,1,Transit,2017,0.0455,17.598,375.0394,0,F4 V,1.91,1.52,321.376,KELT-North
KELT-19 A b,KELT-19 A,KELT-19 A,2,1,Transit,2017,0.0637,21.409,1293.5681,,A8 V,1.83,1.62,300.276,KELT
KELT-2 A b,KELT-2 A,KELT-2 A,2,1,Transit,2012,0.05497,15.132,540.311,0,F8,1.93,1.54,134.058,KELT
KELT-23 A b,KELT-23 A,KELT-23 A,2,1,Transit,2019,0.03302,14.83,298.12454,0,G2 V,1,0.94,126.261,KELT-North
KELT-3 b,KELT-3,KELT-3,2,1,Transit,2013,0.04123,17.486,616.5902,0,,1.7,1.96,210.252,KELT
KELT-9 b,KELT-9,KELT-9,2,1,Transit,2017,0.03462,21.196,915.3504,0,B9.5-A0,2.36,2.52,204.455,KELT-North
KIC 5095269 b,KIC 5095269,KIC 5095269,2,1,Eclipse Timing Variations,2017,0.8,12.6,2445.06619,0.0603,F7 V,1.17,1.21,1188.54,Kepler
KIC 5951458 b,KIC 5951458,KIC 5951458,2,1,Transit,2015,,6.6,35.4,,,1.52,0.98,742.688,Kepler
KMT-2021-BLG-0322L b,KMT-2021-BLG-0322L,KMT-2021-BLG-0322L,2,1,Microlensing,2021,,12.7,2034.1018,,,,0.62,6600,KMTNet
KOI-1257 b,KOI-1257,KOI-1257,2,1,Transit,2014,0.382,10.54,460.83,0.772,G5 V,1.13,0.99,656,Kepler
KOI-7913 b,KOI-7913 A,KOI-7913 A,2,1,Transit,2022,0.1456,2.34,6.08,0,K6 V,0.79,0.76,271.277,Kepler
Kepler-1008 b,Kepler-1008,Kepler-1008,2,1,Transit,2016,0.0951,1.28,2.18,0,,0.78,0.81,282.565,Kepler
Kepler-1027 b,Kepler-1027,Kepler-1027,2,1,Transit,2016,0.0295,0.89,0.64,0,,0.82,0.91,405.104,Kepler
Kepler-1063 b,Kepler-1063,Kepler-1063,2,1,Transit,2016,0.1176,1.49,2.83,0,,1.14,1.09,343.226,Kepler
